field_id,common_name,species_name,family,order,common_group,sp_code,,master_trawl,notes,Common group sorting order,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white strigilla,"strigilla, white",Strigilla mirabilis,Tellinidae,Cardiida,Bivalve,Str mir,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
northern dwarf tellin,"tellin, northern dwarf",Ameritilla agilis,Tellinidae,Cardiida,Bivalve,Tel agi,,,"aka: Tellina agilis, Angulus agilis",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tellin,"tellin, unid spp. ",,Tellinidae,Cardiida,Bivalve,UnID Tellin,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cross barred venus,"venus, cross barred",Chione cancellata,Veneridae,Venerida,Bivalve,Chi can,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grey pygmy venus,"venus, grey pygmy",Chioneryx grus,Veneridae,Venerida,Bivalve,Chi gru,,,"aka: Timoclea grus, Chione grus; grey venus (common)",5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lady in waiting venus,"venus, lady-in-waiting",Chionopsis intapurpurea,Veneridae,Venerida,Bivalve,Chi int,,,aka: Puberella intapurpurea,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thin cyclinella,"cyclinella, thin",Cyclinella tenuis,Veneridae,Venerida,Bivalve,Cyc ten,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imperial venus,"venus, imperial",Lirophora latilirata,Veneridae,Venerida,Bivalve,Lir lat,,,aka: Chione latilirata,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sunray venus,"venus, sunray ",Macrocallista nimbosa,Veneridae,Venerida,Bivalve,Mac nim,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
southern quahog,"quahog, southern ",Mercenaria campechiensis,Veneridae,Venerida,Bivalve,Mer cam,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
northern quahog,"quahog, northern ",Mercenaria mercenaria,Veneridae,Venerida,Bivalve,Mer mer,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mercenaria spp.,clam spp.,Mercenaria spp.,Veneridae,Venerida,Bivalve,Mer spp,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
false angelwing,"angelwing, false ",Petricolaria pholadiformis,Veneridae,Venerida,Bivalve,Pet pho,,,aka: american piddock (common),5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
false quahog,"quohog, false ",Pitar morrhuanus,Veneridae,Venerida,Bivalve,Pit mor,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clam venus,"venus, clam spp.",Veneridae spp.,Veneridae,Venerida,Bivalve,Ven spp,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clam,"clam, unid spp.",,,Bivalvia [class],Bivalve,UnID Clam,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mussel,"mussel, unid spp.",,,Bivalvia [class],Bivalve,UnID Mussel,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
channelled barrel bubble,"barrel-bubble, channelled",Acteocina canaliculata,Acteocinidae,Cephalaspidea,Gastropod,Act cana,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
candes barrel bubble,"barrel-bubble, candé's ",Acteocina candei,Acteocinidae,Cephalaspidea,Gastropod,Act cand,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea hare,"sea hare, unid spp.",,Aplysiidae,Anaspidea,Gastropod,Aplysiidae,,X,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
channel whelk,"whelk, channel ",Busycotypus canaliculatus,Buccinidae,Neogastropoda,Gastropod,Bus can,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
convex slippersnail,"slippersnail, convex",Crepidula convexa,Calyptraeidae,Littorinimorpha,Gastropod,Cre con,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
common atlantic slippersnail,"slippersnail, common atlantic ",Crepidula fornicata,Calyptraeidae,Littorinimorpha,Gastropod,Cre for,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spotted slippersnail,"slippersnail, spotted ",Crepidula maculosa,Calyptraeidae,Littorinimorpha,Gastropod,Cre mac,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slippersnail,slippersnail spp.,Crepidula spp.,Calyptraeidae,Littorinimorpha,Gastropod,Cre spp,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grass cerith,grass cerith,Bittiolum varium,Cerithiidae,Caenogastropoda,Gastropod,Bit var,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dark cerith,"cerith, dark ",Cerithium atratum,Cerithiidae,Caenogastropoda,Gastropod,Cer atr,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adams miniature cerith,"cerith, adam's miniature",Seila Adamsi,Cerithiopsidae,Neotaenioglossa,Gastropod,Sei ada,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dove snail,dove snail spp.,Anachis spp.,Columbellidae,Neogastropoda,Gastropod,Anac spp,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lunar dove snail,"dove snail, lunar ",Astyris lunata,Columbellidae,Neogastropoda,Gastropod,Ast lun,,,aka: Mitrella lunata,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
greedy dove snail,"dove snail, greedy",Costoanachis avara,Columbellidae,Neogastropoda,Gastropod,Cos ava,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
florida dove snail,"dove snail, florida",Costoanachis floridana,Columbellidae,Neogastropoda,Gastropod,Cos flo,,,aka: Anachis floridana,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
well ribbed dove snail,"dove snail, well-ribbed",Cotonopsis lafresnayi,Columbellidae,Neogastropoda,Gastropod,Cot laf,,,aka: Anachis lafresnayi,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lemondrop,lemondrop,Cariopsilla pharpa,Dendrodorididae,Nudibranchia,Gastropod,Car pha,,,aka: Doriopsilla pharpa,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reticulate wentletrap,"wentletrap, reticulate ",Amaea retifera,Epitoniidae,Caenogastropoda,Gastropod,Ama ret,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
angulate wentletrap,"wentletrap, angulate ",Epitonium angulatum,Epitoniidae,Caenogastropoda,Gastropod,Epi ang,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
many ribbed wentletrap,"wentletrap, many-ribbed",Epitonium multistriatum,Epitoniidae,Caenogastropoda,Gastropod,Epi mul,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wentletrap,wentletrap spp.,Epitonium spp.,Epitoniidae,Caenogastropoda,Gastropod,Epi spp,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown band wentletrap,"wentletrap, brown-band",Gyroscala rupicola,Epitoniidae,Caenogastropoda,Gastropod,Gyr rup,,,aka: Epitonium rupicola,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
intermediate balcis,intermediate balcis,Melanella polita,Eulimidae,Neotaenioglossa,Gastropod,Mel pol,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beautiful niso,"niso, beautiful",Niso hendersoni,Eulimidae,Neotaenioglossa,Gastropod,Nis hen,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
banded tulip,"tulip, banded",Cinctura hunteria,Fasciolariidae,Neogastropoda,Gastropod,Cin hun,,,"aka: Fasciolaria hunteria, Cinctura lilium",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
true tulip,"tulip, true",Fasciolaria tulipa,Fasciolariidae,Neogastropoda,Gastropod,Fas tul,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keyhole limpet,"limpet, keyhole",Diodora cayenensis,Fissurellidae,Archaeogastropoda,Gastropod,Dio cay,,,cayenne keyhole limpet,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marsh periwinkle,"periwinkle, marsh",Littoraria irrorata,Littorinidae,Littorinimorpha,Gastropod,Lit irr,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plicate mangelia,"mangelia (gastropod), plicate ",Pyrgocythara plicosa,Mangeliidae,Neogastropoda,Gastropod,Pyr pli,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reddish mangelia,"mangelia, reddish",Rubellatoma rubella,Mangeliidae,Neogastropoda,Gastropod,Rub rub,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thick lip drill,"drill, thick lip",Eupleura caudata,Muricidae,Neogastropoda,Gastropod,Eup cau,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atlantic oyster drill,"oyster drill, atlantic",Urosalpinx cinerea,Muricidae,Neogastropoda,Gastropod,Uro cin,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sharp nassa,"nassa, sharp",Nassarius acutus,Nassariidae,Neogastropoda,Gastropod,Nas acu,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bruised nassa,"nassa, bruised",Phrontis vibex,Nassariidae,Neogastropoda,Gastropod,Phr vib,,,aka: Nassarius vibex; common eastern nassa,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eastern mudsnail,"mudsnail, eastern",Tritia obsoleta,Nassariidae,Neogastropoda,Gastropod,Tri obs,,,"aka: IIyanssa obsoleta, Nassarius obsoletus",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
threeline mudsnail,"mudsnail, threeline",Tritia trivittata,Nassariidae,Neogastropoda,Gastropod,Tri tri,,,aka: Iiyanassa trivittata,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shark eye moonsnail,"moonsnail, shark eye ",Neverita duplicata,Naticidae,Littorinimorpha,Gastropod,Nev dup,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
miniature moonsnail,"moonsnail, miniature",Tectonatica pusilla,Naticidae,Littorinimorpha,Gastropod,Tec pus,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
variable dwarf olive snail,"snail, variable dwarf olive",Olivella mutica,Olividae,Neogastropoda,Gastropod,Oli mut,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
olive snail,"snail, olive ",Oliva spp.,Olividae,Neogastropoda,Gastropod,Oli spp,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
impressed odostome,"odostome, impressed ",Boonea impressa,Pyramidellidae,,Gastropod,Boo imp,,,"Order not assigned; aka: mosquito (gastropod), scallop ",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
half smooth odostome,"odostome, half-smooth ",Boonea seminuda,Pyramidellidae,,Gastropod,Boo sem,,,"Order not assigned; aka: mosquito (gastropod), oyster ",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
odostome ,odostome spp.,Boonea spp.,Pyramidellidae,,Gastropod,Boo spp,,,Order not assigned,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
planorb skenea,"skenea, planorb",Skeneopsis planorbis,Skeneopsidae,Littorinimorpha,Gastropod,Ske pla,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eastern auger,"auger, eastern",Terebra dislocata,Terebridae,Neogastropoda,Gastropod,Ter dis,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
auger,auger spp.,Terebra spp.,Terebridae,Neogastropoda,Gastropod,Terebra spp,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eggcase,"eggcase, gastropod unid spp.",,,,Gastropod,Eggcase,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gastropod,"gastropod, unid spp.",,,,Gastropod,UnID Gastropod,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
whelk,"whelk, general",,,,Gastropod,Whelk,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eastern beaded chiton,"chiton, eastern beaded",Chaetopleura apiculata,Chaetopleuridae,Chitonida,Mollusc_other,Cha api,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
northern white chiton,"chiton, northern white",Ischnochitin albus,Chaetopleuridae,Chitonida,Mollusc_other,Isc alb,,,aka: Stenosemus albus,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chiton,"chiton, unid spp.",,Chaetopleuridae,Chitonida,Mollusc_other,UnID Chiton,,,chiton,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
burrowing brittlestar,"brittlestar, burrowing",Amphioplus abditus,Amphiuridae,Ophiurida,Echinoderm,Amp abd,,,aka: Amphipholis abdita,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spiny brittlestar,"brittlestar, spiny",Ophiothrix angulata,Amphiuridae,Ophiurida,Echinoderm,Oph ang,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
striped sea cucumber,"sea cucumber, striped",Thyonella gemmata,Cucumariidae,Dendrochirotida,Echinoderm,Thy gem,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
keyhole sand dollar,"sand dollar, keyhole ",Mellita quinquiesperforata,Mellitidae,Clypeasteroida,Echinoderm,Mel qui,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crevice brittlestar,"brittlestar, crevice ",Ophiopholis aculeata,Ophiactidae,Ophiurida,Echinoderm,Oph acu,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
short spined brittlestar,"brittlestar, short-spined",Ophioderma brevispina,Ophiodermatidae,Ophiurida,Echinoderm,Oph bre,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hairy sea cucumber,"sea cucumber, hairy",Sclerodactyla briareus,Sclerodactylidae,Dendrochirotida,Echinoderm,Scl bri,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purple sea urchin,"sea urchin, purple ",Strongylocentrotus purpuratus,Strongylocentrotidae,Camarodonta,Echinoderm,Str pur,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green sea urchin,"sea urchin, green",Lytechinus variegatus,Toxopneustidae,Camarodonta,Echinoderm,Lyt var,,,aka: variegated sea urchin (common); white urchin (common) ,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brittlestar,"brittlestar, unid spp.",,,Ophiurida,Echinoderm,Ophiurida,,X,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea urchin,"sea urchin, unid spp.",,,Camarodonta,Echinoderm,UnID Sea Urchin,,X,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spiral tufted bushy bryozoan,"bryozoan, spiral-tufted bushy",Bugula neritina,Bugulidae,Cheilostomatida,Bryozoa,Bug ner,,,arborous bryozoan,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
membranipora,"bryozoan spp. ""encrusting""",Membranipora spp.,Membraniporidae,Cheilostomatida,Bryozoa,Mem spp,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ambiguous bryozoan,"bryozoan, ambiguous",Anguinella palmata,Nolellidae,Ctenostomatida,Bryozoa,Ang pal,,,arborous (tree like) bryozoan,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single horn bryozoan,"bryozoan, single horn ",Schizoporella unicornis,Schizoporellidae,Cheilostomatida,Bryozoa,Sch uni,,,encrusting bryozoan,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arborous bryozoan,"bryozoan, unid spp. ""arborous""",,,,Bryozoa,Arborous Bryozoan,,,tree like bryozoan,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
encrusting bryozoan,"bryozoan, unid spp. "" encrusting """,,,,Bryozoa,Encrusting Bryozoan,,,encrusting bryozoan,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bryozoan,"bryozoan, unid spp.",,,,Bryozoa,General Bryozoan,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pale anemone,"anemone, pale",Aiptasia pallida,Aiptasiidae,Actiniaria,Cnidaria,Aip pal,,,"aka: Exaiptasia pallida, brown anemone (common)",9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ghost anenome,"anenome, ghost ",Diadumene leucolena,Diadumenidae,Actiniaria,Cnidaria,Dia leu,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orange striped green anenome,"anenome, orange-striped green",Diadumene lineata,Diadumenidae,Actiniaria,Cnidaria,Dia lin,,,aka: Haliplanella luciae,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea whip,sea whip,Leptogorgia virgulata,Gorgoniidae,Alcyonacea,Cnidaria,Lep vir,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
northern star coral,"coral, northern star",Astrangia poculata,Rhizangiidae,Scleractinia,Cnidaria,Ast poc,,,aka: Astrangia danae ,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anemone,"anemone, unid spp.",,,Actiniaria,Cnidaria,Ane spp,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jellyfish,"jellyfish, unid sp",,,Scyphozoa [class],Cnidaria,Jellyfish,,,true jelly fish,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sea grape,sea grape,Molgula manhattensis,Molgulidae,Stolidobranchia,Tunicate,Mol man,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pleated sea squirt,"sea squirt, pleated ",Styela Plicata,Styelidae,Pleurogona,Tunicate,Sty pli,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tunicate,"tunicate, unid spp.",,,Stolidobranchia,Tunicate,Tunicate,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red boring sponge,"sponge, red boring ",Cliona celata,Clionaidae,Clionaida,Porifera,Cli cel,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boring sponge,"sponge, boring spp.",Cliona spp.,Clionaidae,Clionaida,Porifera,Cli spp,,,Cliona celata,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
small hole boring sponge,"sponge, boring 'small hole' sp.",Pione truitti,Clionaidae,Clionaida,Porifera,Pio tru,,,aka: Cliona truitti,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red beard sponge,"sponge, red beard ",Clathria prolifera,Microcionidae,Poecilsclerida,Porifera,Cla pro,,,aka: Microciona prolifera,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
encrusting sponge,"sponge, unid encrusting spp.",,,Demospongiae [class],Porifera,Enc spo,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
codium spp.,algae sp.,Codium spp.,Codiaceae,Bryopsidales,Algae,Cod spp,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hypnea spp.,algae sp.,Hypnea spp.,Cystocloniaceae,Gigartinales,Algae,Hypn spp,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gelidicum sp.,algae sp.,Gelidium sp.,Gelidiaceae,Gelidiales,Algae,Gel spp,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ulva intestinalis,algae sp.,Ulva intestinalis,Ulvaceae,Ulvales,Algae,Ulv int,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red filamentous algae,"algae, red filamentous unid spp.",,,,Algae,Red Filamentous Algae,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
algae,"algae, unid spp.",,,,Algae,UnID Algae,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amphicteis gunneri,worm sp.,Amphicteis gunneri,Ampharetidae,Terebellida,Worms,Amp gun,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ampharetid worm,"worm, ampharetid ",Ampharetid spp.,Ampharetidae,Canalipalpata,Worms,Ampha spp,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hobsonia florida,worm sp.,Hobsonia florida,Ampharetidae,Terebellida,Worms,Hob flo,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
melinna spp.,worm spp.,Melinna spp.,Ampharetidae,Terebellida,Worms,Mel spp,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lugworm,"lugworm, spp.",,Arenicolidae,Polychaeta [class],Worms,Are Spp,,,Order not assigned,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gallery worm,"worm, gallery",Capitella capitata,Capitellidae,Polychaeta [class],Worms,Cap cap,,,Order not assigned; capitellid worm,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
capitellid spp.,worm spp.,Capitellid spp.,Capitellidae,Polychaeta [class],Worms,Capi spp,,,Order not assigned; capitellid worm,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orange frilled worm,"worm, orange frilled ",Cirratulus grandis,Cirratulidae,Terebellida,Worms,Cir gra,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red thread worm,"worm, red thread spp.",Cirriformia spp.,Cirratulidae,Terebellida,Worms,Cir spp,,,cirritulid,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coronadena mutabilis,flatworm sp.,Coronadena mutabilis,Discocelidae,Polycladida,Worms,Cor mut,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dorvillea sociabilis,worm sp.,Dorvillea sociabilis,Dorvilleidae,Eunicida,Worms,Dor soc,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dorvillea spp.,worm spp.,Dorvillea spp.,Dorvilleidae,Eunicida,Worms,Dor spp,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parougia caeca,worm sp.,Parougia caeca,Dorvilleidae,Eunicida,Worms,Par cae,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
schistomeringos rudolphi,worm sp.,Schistomeringos rudolphi,Dorvilleidae,Eunicida,Worms,Sch rud,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leodice antennata,worm sp.,Leodice antennata,Eunicidae,Eunicida,Worms,Leo ant,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lysidice spp.,worm spp.,Lysidice spp.,Eunicidae,Eunicida,Worms,Lys spp,,,"worm, 3 antennae ",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marphysa bellii,rockworm sp.,Marphysa bellii,Eunicidae,Eunicida,Worms,Mar bel,,,oculata,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marphysa sanguinea,rockworm sp.,Marphysa sanguinea,Eunicidae,Eunicida,Worms,Mar san,,,rockworm,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
combed scaleworm,"scaleworm, combed",Euphrosinid spp.,Euphrosinidae,Amphinomida,Worms,Eup spp,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sabellid 2 eye worm,"worm, sabellid spp. ""2-eye""",Fabricia spp.,Fabriciidae,Sabellida,Worms,Fab spp,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sandpaper polychaete,"polychaete, sandpaper ",Piromis eruca,Flabelligeridae,Terebellida,Worms,Pir eru,,,often fragments - abundance = presence/absence not quantity,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
american bloodworm,"bloodworm, american ",Glycera americana,Glyceridae,Phyllodocida,Worms,Gly ame,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glycera spp.,bloodworm sp.,Glycera spp.,Glyceridae,Phyllodocida,Worms,Gly spp,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swift footed polychaete,"polychaete, swift-footed ",Oxydromus obscurus,Hesionidae,Phyllodocida,Worms,Oxy obs,,,aka: Podarke obscura,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
micrura leidyi,worm sp.,Micrura leidyi,Lineidae,Heteronemertea,Worms,Mic lei,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lumbrineris spp.,worm spp.,Lumbrineris spp.,Lumbrineridae,Eunicida,Worms,Lum spp,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clymenella spp.,"worm, bamboo spp.",Clymenella spp.,Maldanidae,Scolecida,Worms,Cly spp,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bambou worm,"worm, bambou",Clymenella torquata,Maldanidae,Scolecida,Worms,Cly tor,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maldane spp.,worm spp.,Maldane spp.,Maldanidae,Polychaeta [class],Worms,Mal spp,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sabaco elongatus,worm sp.,Sabaco elongatus,Maldanidae,Polychaeta [class],Worms,Sab elo,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naididae,"worm, naididae unid spp.",,Naididae,Haplotaxida,Worms,Naididae,,,tubificid species,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
common clam worm,"worm, common clam ",Alitta succinea,Nereididae,Phyllodocida,Worms,Ali suc,,,"aka: pile worm, Nereis succinea",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ceratonereis spp.,"worm, clam spp.",Ceratonereis spp.,Nereididae,Phyllodocida,Worms,Cer spp,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nereis splendida,sandworm sp.,Nereis splendida,Nereididae,Phyllodocida,Worms,Ner spl,,,aka: Nereis falsa,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nereis spp.,"worm, clam spp.",Nereis spp.,Nereididae,Phyllodocida,Worms,Ner spp,,,"worms, nereididae ",13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
